sentence	is_actionable
If yes, who?	Non-Actionable
Try and pull together the support for these items and get back to me.	Non-Actionable
Make sure that you input the new nodes and sockets as reflected in the new login info sheet by the machine.	Actionable
Please check them out and get back to me as soon as possible with deal numbers, so we can start the work here.	Actionable
Call me when you have chance to talk through the list.	Actionable
Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000	Non-Actionable
please join us and reorganize my schedule to accommodate you.	Actionable
on 10/03/2000 06:35:56 AM	Non-Actionable
While you're there, add some thoughts of your own to any of the ongoing discussions.	Actionable
Please create manual invoice to MCV for the following item Contract 96001636 Price $2.46 Pipeline PEPL.	Actionable
Delete the added language that begins with the words on or prior to the Guaranteed Unit Shipment Date.	Actionable
so I need a corresponding term gas price for same.	Non-Actionable
Ina Rangel/HOU/ECT@ECT, Laura	Non-Actionable
please review the Ariz air rules at definition of major source esp subsec to avoid new source review.	Actionable
Alicia, Please schedule me to attend this meeting.	Actionable
Storage Strategies in the West	Non-Actionable
they are smaller units.	Non-Actionable
Sara, please copy Keegan on the schedule so she can put the meetings on my calendar.	Actionable
Please maintain accurate and complete customer account information.	Actionable
and we can discuss further.	Non-Actionable
Contact list for mid market	Non-Actionable
Please note the following changes since our Energy Operations PRC in June and complete it as early as possible.	Actionable
Kathie Grabstald Just reminder that this data is due by Monday, October 22.	Actionable
Russ Severson/HOU/ECT	Non-Actionable
Be ready with the answers for the cities you're interested in, how long you want to track them, so we can schedule it accordingly.	Actionable
Description:	Non-Actionable
starting on    (if the date occurs on a weekend the meeting ).	Non-Actionable
Because they are notspent no interest is charged on these funds.	Non-Actionable
Please let me know when you have contract number.	Actionable
Please check and give me call so we can discuss what the next step needs to be.	Actionable
Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 02:00 PM ---------------------------	Non-Actionable
on 09/26/2000 04:47:40 AM	Non-Actionable
Here are my questions on the August bank statement (attached):	Non-Actionable
Please browse our newsletter to see all we have to offer.	Actionable
The 1308/1308 model seems to have the most data and looks most similiar to the units you are selling.	Non-Actionable
Recitfy the problem why, some students in E203 have not received the emails that have been sending out.	Actionable
The two key points from this data are as follows:	Non-Actionable
Submit your news by noon today.	Actionable
please remove me from all future distributions and send me the remaining list.	Actionable
Jim, shorten the timeline in the rules by tomorrow.	Actionable
Bob Zacouras, report to the designated seats in the event of an outage in ECS.	Actionable
EB2601	Non-Actionable
Detailed description:	Non-Actionable
Deployment of TDS in Canada.	Non-Actionable
I want all of you to meet this afternoon or tomorrow to discuss this.	Actionable
Please make sure you integrate best practices in each application development data visualization and process flows.	Actionable
PS:	Non-Actionable
_	Non-Actionable
Please let me know the results so that I can redraft the sale through Unify.	Actionable
Each grouped column in the top grid would be tied to a grouped column in the bottom grid.	Non-Actionable
Sarah Novosel, please review the attached draft Enron comments in response to the San Diego request for natural gas price caps.	Actionable
Detailed description:	Non-Actionable
The property across the street from the Sagewood units in San Marcos is forsale and approved for 134 units.	Non-Actionable
Please monitor work of employees and initiate disciplinary actions as required daily.	Actionable
Get with Kay Mann to see if Kilpatrick can get copy of the deal Dynegy negotiated for their project.	Actionable
please extend the deal or create new deals as requested.	Actionable
EARLY LAND COSTS	Non-Actionable
Tom, Let's leave everything as it is currently and review the meters in couple of days to see if the increases actually occur.	Actionable
Verify this for Elizabeth and let me know the status ASAP.	Actionable
Do the assigned test and let me know your score, Bryan Hull.	Actionable
2.	Non-Actionable
>	Non-Actionable
Make sure you are logged in as the user that owns the system, and that you are on the same network as others.	Actionable
Since your team is new, please check with everyone and let me know if you can make our next scheduled EDF meeting.	Actionable
Please pass this info to all of our traders through call	Actionable
To: pallen@enron.com	Non-Actionable
Such as always getting 3 bids, payment schedules, or reference checking?	Non-Actionable
_	Non-Actionable
please put on schedule Tracy Arthur Associates who have made significant contributions to ENA.	Actionable
Please see the attached spreadsheet for a trade by trade list and a summary.	Non-Actionable
Each of the individual investors andall of the principals in Creekside would also personally guarantee theloans.	Non-Actionable
Thanks Angie, please send any CNG EBB postings pertaining to Appalachian production to John, Jim, Heidi, Scott, Dick and myself.	Actionable
Please check each document and forward to the counterparty for their execution and return.	Actionable
Gas	Non-Actionable
We're getting hit with a lot of different requests, many of which appear to be outside the scope of position consolidation.	Non-Actionable
Please let me know what to do to extend this deal 85.	Actionable
INPUT	Non-Actionable
Please review and provide feedback.	Actionable
Your task is to deliver them to Janet for execution.	Actionable
Chairperson:	Non-Actionable
atty friend	Non-Actionable
_	Non-Actionable
Please make appropriate changes in Sitara.	Actionable
please check and let me know which volume is good.	Actionable
-51,000	Non-Actionable
AcceptedJeffrey C Gossett -	Non-Actionable
The severe downdraft hitting the decked roof was enoughto knock it down.	Non-Actionable
Consolidated positions: Issues &	Non-Actionable
Detailed description:----------------------	Non-Actionable
"Just call me up within 10 days from the receipt of this email and say the word ""BULL""."	Actionable
My cell phone is 512-748-7495 and the fax is512-338-1103.	Non-Actionable
Make sure to check the calendar for upcoming events regularly since we add to it frequently.	Actionable
Joann, let me or Robert know what help you need in updating these tickets.	Actionable
Richard BurchfieldSent by:	Non-Actionable
Fehrs and Ledfords, sign the option agreements.	Actionable
Please be prepared to discuss each of the issues so we may finalize and reduce the list of open issues.	Actionable
----------------------	Non-Actionable
Is your position based on a legal or what you perceive to be an ethical issue?	Non-Actionable
What about the correlation to Nymex on AECO?	Non-Actionable
_	Non-Actionable
Also please review the following list of issues and others to be added so that can send CES an agenda.	Actionable
Thus, the additional equity for theimprovement loan would be $0-$184,000.	Non-Actionable
Let me know when you get the quotes from Pauline.	Actionable
$1.30-$1.40 psf if leased on a 12-month term, but by individual room.	Non-Actionable
Spec loans will be for 70% to 75% of value and construction loans forpre-sold units, if the construction loan is from the mortgage lender,  willbe from 80% to 95% of value.	Non-Actionable
02:01 PM ---------------------------	Non-Actionable
Make sure to incorporate the new language on Binding Commitment to Enter Into Confirmation Letter sent to you last Thursday or Friday.	Actionable
>	Non-Actionable
Please check your calendars and let me know what works best for you.	Actionable
Lisa Please review the attached Credit Schedule from Dow.	Actionable
Just send an email with the time and place when you guys figure it out and I'll be there.	Actionable
Make sure all price and volatility curves have been final posted in Curve Manager.	Actionable
Please go into your SAP profiles, check your Profile information and send me the accuracy.	Actionable
(Invited)	Non-Actionable
>	Non-Actionable
Go ahead and reduce their volume by hours for that day.	Actionable
Kim, please confirm all firm physical transactions both telephonic and EOL under the Master Firm and not the GISB.	Actionable
01:00 PM	Non-Actionable
4801	Non-Actionable
Please, contact my assistant, Shirley Crenshaw at 713 853 5290 to schedule an interview.	Actionable
Andrea, please resend the first three resumes.	Actionable
Please double check your volumes and contract numbers before updating the final report.	Actionable
Please manage change requests for customer accounts.	Actionable
Chris, Please call me once you have looked at these questions and let me know what additional questions we should ask Dominion.	Actionable
One of these units had just had the roof decked with the siding scheduled tostart the next day.	Non-Actionable
Sort out any possible differences privately.	Actionable
Please attend meetings and and provide meeting summaries directly to Rika for internal distribution.	Actionable
Visit the Power Online Professional Store and browse, purchase the latest books.	Actionable
Please keep track of customer balances all the time and update regularly.	Actionable
>	Non-Actionable
Mike, please follow up with these guys and try to schedule for this afternoon.	Actionable
Scott, prepare a project of the following 12 fixed price deals between ENA and CES that were assigned to New Power.	Actionable
please update all records on research process and maintain it on filling system and ensure proper storage.	Actionable
No Response	Non-Actionable
Go through the list of requests to determine which are in scope for this project and which fall out of scope.	Non-Actionable
Colleen Sullivan/HOU/ECT@ECT	Non-Actionable
Kay, please find Turbine Manifest that details delivery dates for all 24 turbines and bring to me.	Actionable
I wanted to give you some additional points of reference to aid in establishing a reasonable index.	Non-Actionable
This meeting repeats	Non-Actionable
Typically the structure is a limited partnership with a corporate (or LLC)general partner.	Non-Actionable
>	Non-Actionable
"To: ""jeff"" <jeff@freeyellow.com>cc: ""Phillip K Allen"" <Phillip.K.Allen@enron.com> Subject: closingJeff, ?"	Non-Actionable
downdrafts hit the South part of Austin where we are building 10 town homes.	Non-Actionable
You have been requested to provide feedback for a participant attendingthe next program.	Non-Actionable
Interconnect definitive studies through VEPCO.	Actionable
Unlikemany real estate investment programs, none of the funds are used for fees toCreekside Builders, LLC.	Non-Actionable
Executive Impact & Influence Program Survey	Non-Actionable
Please get back to us today as we need to get the Cash Approval Sheet to the credit committee this afternoon.	Actionable
Mike, Please, schedule an interview with this guy and collect the required documents from him to proceed.	Actionable
sold 800 Socal.	Non-Actionable
Kim, please forward project plan to your group.	Actionable
Scott Mills/HOU/ECT	Non-Actionable
Please manage bank deposit and cash disbursement activities without any errors.	Actionable
As we discussed in San Marcos, we can also discusshaving you invest only in the lots, sell the lots to the construction entitywith your profit in the lot.	Non-Actionable
Are you in the business of brokering properties or contacts?	Non-Actionable
_	Non-Actionable
Please analyze and evaluate constraints in mapping data XML and object models.	Actionable
Go over all the portfolios, all the corresponding books and curves in RisktRac and make sure they are set up properly.	Actionable
Please check my calendar before you schedule the meeting as this week is full of meetings and let me send the alerts also.	Actionable
Paul Bieniawski/Corp/Enron@ENRON, Tyrell	Non-Actionable
Richard BurchfieldSent by:	Non-Actionable
Theresa, please create separate line item for each capex for this year.	Actionable
Please let me know what the payment schedule is for these amounts.	Actionable
Attached is the list.	Non-Actionable
>	Non-Actionable
Please communicate with customers relating their pending payments.	Actionable
Discuss this topic on CA call tomorrow.	Actionable
Hi Kathleen, peoples confidentiality agreement has to be moved closer to the top of the list.	Actionable
Phillip K Allen -	Non-Actionable
Chris, let's look at this together so we get it right for January.	Actionable
please check the terms and pricing, and correct the deals.	Actionable
Enron@Enron	Non-Actionable
Update us once you invest in something people USE everyday and will continue to use everyday.	Actionable
Alternatively, notify the sender by replying to this transmission and delete the message without disclosing it.	Actionable
Please review and be prepared to dicuss on FRIDAY morning, so we can take the decision.	Actionable
(None, IPAQ, Palm Pilot, Jornada)  IPAQ	Non-Actionable
This meeting repeats	Non-Actionable
Jack, observe the usual safety precautions.	Actionable
Enclosed are demographics on the Westgate site from Investor's Alliance.	Non-Actionable
Maggy, be sure to put the slides in notes view and read my suggested explanations.	Actionable
Chairperson:	Non-Actionable
Please everyone check your calendars as soon as possible and let me know if Wednesday, February 16th will work for our Off Site Meeting, so can schedule accordingly.	Actionable
Please provide responses to customer inquiries in a professional manner.	Actionable
To: Phillip K Allen/HOU/ECT@ECT, Thomas A Martin/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT, John Arnold/HOU/ECT@ECT, Grant Masson/HOU/ECT@ECT, Ted Murphy/HOU/ECT@ECT, Vladimir Gorny/HOU/ECT@ECT, Frank Hayden/Corp/	Non-Actionable
Attached please find the resume and schedule interview for Blake Townsley's informational interviews for Monday, January 29.	Actionable
"Asit is in the ""Smart Growth Corridor"" area designated by the City of Austinfor preferred development, this will be fast tracked and should be completein less than 6 months."	Non-Actionable
Other projects have been quitesuccessful with identical relationships to this pipeline, such as theadjoining single family residential and a project at St. Edwards University.	Non-Actionable
These questions are probably very basic to you, but as a first time investor in a project like this it is new to me.	Non-Actionable
Please find the latest version of the CA Development and II Agreements, as well as blaclines Document Nos.	Actionable
Please print and save file for me.	Actionable
Things requested thus far	Non-Actionable
----------------------	Non-Actionable
Please remove my name and information from the registered user list.	Actionable
Sorry for all of the changes	Non-Actionable
Implicit and explicit position break out issues.	Non-Actionable
Please direct your questions and concerns in my direction and let me know in what areas you would like my assistance.	Actionable
We expect to have up to 8 spec loans tostart the project and expect all other loans to be pre-sold units with loansin the name of the builder/developer.	Non-Actionable
Other projects have been quitesuccessful with identical relationships to this pipeline, such as theadjoining single family residential and a project at St. Edwards University.	Non-Actionable
Get all the facts about the restructured Texas Power Markets in clear and comprehensive 130 page report.	Actionable
Please provide copy to your boss and with good recommendation, so that we can schedule the meeting this week.	Actionable
Also, I want to learn asmuch as possible from the process.	Non-Actionable
Once you have read the package and reviewed this proforma, we would want toschedule a tour of the site and the area.	Non-Actionable
Please advise me the amount that needs to be made so that I can prepare bank information.	Actionable
"Once the site plan is approved by the City of Austin, the City will requirethe development entity to post funds for fiscal improvements, referred to asthe ""fiscals""."	Non-Actionable
No Response	Non-Actionable
Meredith, when you get chance, please confirm which points are downstream of Lambertiville.	Actionable
Execute features in a well document robust and readable manner and pass to the team.	Actionable
What did you have in mind?	Non-Actionable
>	Non-Actionable
redeploy our talent into our highest value opportunities.	Actionable
Richard BurchfieldSent by:	Non-Actionable
Thanks, Melissa Send her digital picture, and introduce yourself to her.	Actionable
Please send this email to anyone that may need to see it.	Actionable
Then theloan value for each improved lot would be $15,000 per lot.	Non-Actionable
As you, and I presumeKeith, want to be involved to learn as much as possible we would make everyeffort to be accommodating.	Non-Actionable
Review the comments received from market participants on the draft goals we sent out to the tie list, and finalize list of goals to serve as input to the NYISO internal business planning process.	Actionable
3.  Check 1411	Non-Actionable
No Response	Non-Actionable
please call David Forster on 713 853 1861 and suggest the same changes which you told me.	Actionable
Please send your list of issues, as well as mailing list information, by Next week.	Actionable
Make sure the box that reads Cache Jars in Memory is NOT checked.	Actionable
10/05/2000 06:03 PM	Non-Actionable
The land loan forundeveloped lots would be 70% of the appraised raw lot value, which I wouldestimate as $10,000 per lot for a loan value of $7,000 per lot.	Non-Actionable
Ability for TDS to pull valuation results based on a TDS flag instead of using official valuations.	Non-Actionable
Date:	Non-Actionable
I have been involved in most of the meetings and the discussions have been good.	Non-Actionable
Also, please make sure that we LOGOFF again tonight...the IT group could not migrate us over the weekend due to incomplete items with legal.	Actionable
Phillip	Non-Actionable
please find and send the most recent draft of UBS' 205 application for MBR.	Actionable
Jeff, send updates directly to Jennifer and copy me, too.	Actionable
Let me know when you are available this afternoon.	Actionable
Plan to meld together AB with Hertzberg's new bill.	Actionable
This added 800 shorts to San Juan and 200 longs to Socal.	Non-Actionable
Discuss what needs to come across in the proprietary file.	Actionable
Quickly create compact software demos that guide users through realistic simulation of any application.	Actionable
and I will input.	Non-Actionable
2:30 - 3:30   Location: EB30C1	Non-Actionable
CREEKSIDE PROCEEDURESCB procedures for dealing with subs, vendors and professionals is not asformal as your question indicates.	Non-Actionable
All loans for residential construction, that are intended for re-sale, arefull recourse loans.	Non-Actionable
Terms of each loan?	Non-Actionable
there has been an attempt to manipulate the  El Paso San Juan monthly index.	Non-Actionable
Approximate delta changes between valuations using instantaneous gamma or a gamma grid.	Non-Actionable
As for rent-ability, I believe that we have shown that the3-bedroom, 3.5 bath is strongly preferred in this market.	Non-Actionable
2- SURVEY - PHILLIP ALLEN      -	Non-Actionable
AcceptedScott Mills -	Non-Actionable
_	Non-Actionable
Is the plan to wait until the last unit is sold and closed before profits are distributed?	Non-Actionable
Colleen is setting up a meeting tomorrow to discuss the direction for transport.	Non-Actionable
Eric, kindly prepare financial statements in timely manner.	Actionable
----------------------	Non-Actionable
Additionally, send me the payment schedule for Tenaska IV this month.	Actionable
June  July	Non-Actionable
Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 02:00 PM	Non-Actionable
Please have this number ready before you contact the technical support representative and get the complete details about that to move further.	Actionable
This was not presented in the initial analysis as the phasingis depended on a more careful assessment by the Civil Engineer as theseparate phases must each be able to stand on its own from a utilitystandpoint.	Non-Actionable
Hunter S Shively/HOU/ECT	Non-Actionable
Honeywell Power Systems, Inc.	Non-Actionable
_	Non-Actionable
IP:	Non-Actionable
Carrie, recheck to confirm the deals values in the attached file are incorrect.	Actionable
Reschedule	Non-Actionable
Please review the attached, and if it makes sense, perhaps we can schedule call to discuss and wrap things up.	Actionable
First thing in the morning, meet Davis for 20 minutes.	Actionable
and we can discuss further.	Non-Actionable
PRE-SELECTED PROFESSIONALS, SUBS AND VENDORS	Non-Actionable
I think Fletch has a good CPA.	Non-Actionable
Give him call and he will fill you in on the details of the program.	Actionable
I know I have not answered everything, but this is a starting point.	Non-Actionable
Benchmark positions in TDS.	Non-Actionable
We have the opportunity to sell customer kWh 's using> microturbine or sell them turbines themselves.	Non-Actionable
please find the last slide from the April 24, 2001 presentation for next presentation.	Actionable
Please check back with me, and should be able to provide you with the load data.	Actionable
please check into this and make sure they post it ASAP, especially since our time frame is quite tight.	Actionable
Customized rows and columns in the position manager (ad hoc rows/columns that add up existing position manager rows/columns).	Non-Actionable
Please create data mapping from multiple data sources to a single domain model and send me the report.	Actionable
Kathleen, please add Fred Lagrasta, Vice President for signature authority for ENA Upstream Company ASAP.	Actionable
The $4,000 per month costs listed in the cash flow as part of land costrepresent the extension fees due to the seller for up to 4 months ofextensions on closing.	Non-Actionable
What needs to happen on Monday from 3 - 5 is a effort to design a desired layout for the consolidated position screen, this is critical.	Non-Actionable
Please make note of my new contact information and share to all managers after the meeting.	Actionable
Fletcher J Sturm/HOU/ECT	Non-Actionable
Let me assure you, this is real deal!!	Non-Actionable
Your original bid was competitive and I am still attracted to your firm because of your strong local presence and contacts.	Non-Actionable
Find out the symptoms of this silent killer and make sure high blood pressure doesn't sneak up on you.	Actionable
Please send this file to Jeff and check with him to see if he or someone in their group can do.	Actionable
> Accepted----------------------	Non-Actionable
Share information about yourself, create your own public profile athttp://profiles.msn.com.	Non-Actionable
>	Non-Actionable
(Invited)	Non-Actionable
"Once the site plan is approved by the City of Austin, the City will requirethe development entity to post funds for fiscal improvements, referred to asthe ""fiscals""."	Non-Actionable
Is NWPL mapped differently than AECO?	Non-Actionable
Things left to do:I think it may be useful to try to formulate a high level project goal to make it as clear as possible what we're trying to accomplish with this project.	Non-Actionable
find out where I am with that and deal with this as  best I can.?	Non-Actionable
please send this blank matrix to the project manager and have them complete the title information amd items through in the upper box on the first page, then send it to me.	Actionable
Please delete Stuart Zisman, add me to your distribution list and send me the confirmation.	Actionable
What is the relationship of Creekside Builders to the project?	Non-Actionable
Antonio if you do not know anyone.	Non-Actionable
Please coordinate to make sure someone listens to this conference call each week.	Actionable
LAND OWNERSHIP & LOANS	Non-Actionable
>	Non-Actionable
I have forwarded your request to Zarin Imam at EES.	Non-Actionable
Please ensure customer satisfaction by providing high quality customer service.	Actionable
Update your arrival time on Saturday and departure on Monday so we can plan around them both.	Actionable
Fletcher J Sturm -	Non-Actionable
Send me an email describing the zero option so can pass it along to the other SME's.	Actionable
Please let me know how you sourced the gas.	Actionable
This will enable us to probably obtain an approved siteplan before closing on the contract, which will mean that we can close intoan A&D Loan rather than into a land loan and then an improvement loan.	Non-Actionable
Collaborate with system-level and design verification engineers SW developers and IP developers to verify SoC designs on entire aggressive time schedules.	Actionable
She has a bulge in the material between the vertebrain her spine and it causes her extreme pain and has kept her bedridden thispast week..	Non-Actionable
_	Non-Actionable
>	Non-Actionable
_	Non-Actionable
Please visit the site and enter the validation code VYCKF when prompted.	Actionable
I want you to join us for the Peninsula Environmental Forum on Tuesday, May 22 at p.m.	Actionable
01:42 PM ---------------------------	Non-Actionable
So make sure to open your newsletters on December 25 through December 31 to get truly special Free Reports.	Actionable
Investment schedule?	Non-Actionable
Doug, please confirm that have transposed the payment and the credit due to MichCon for the February 2002 Storage Invoice.	Actionable
If yes, what type do you have:	Non-Actionable
Finally, CB will receive a fee for the use of any of its equipment if it isused in lieu of leasing equipment from others.	Non-Actionable
Thanks again, T.Jae Please submit any changes or questions about the hotlist by the end of the day today.	Actionable
INVESTOR	Non-Actionable
Since the feedback is such an important part of the program, the participantwill be asked to cancel his/her attendance if not enough feedback isreceived.	Non-Actionable
Please look over the attached and let the manager know your comments via email by tomorrow.	Actionable
This is especially attractive when the project is in a market as strong asAustin and we are introducing new product that in a very low price range forthis market.	Non-Actionable
Please call me with Balance Sheet.doc EnronNorth.doc Confidentiality Notice.	Actionable
>	Non-Actionable
These fiscals are usually posted in cash or anirrevocable letter of credit.	Non-Actionable
Meet me on next friday so that we can swap out pages.	Actionable
Please let me know about the 19th to BGE to arrange the meeting.	Actionable
please give me an update on where things stand on the finalisation of the Guarantees and Schedule with Deutsche.	Actionable
/ECT@ECT	Non-Actionable
To: Mark Whitt/NA/Enron@Enron, Phillip K Allen/HOU/ECT@ECT, Paul T	Non-Actionable
_	Non-Actionable
Let's just make sure Howard keeps Andy in the loop on this as the traders are not expected to understand the trading framework of EOL.	Actionable
Divide the amount of the margin call by the margin requirement for the position you wish to liquidate.	Actionable
Lee, check the dates to make sure they are right.	Actionable
starting on    (if the date occurs on a weekend the meeting ).	Non-Actionable
_	Non-Actionable
Manage freight more productively.	Actionable
Allan Severude/HOU/ECT	Non-Actionable
Hilliard, just note that the assignment and assumption agreement does not need to be executed, but the amendments still need to be executed and returned to me.	Actionable
Have my Dad read the memo before you put it out.	Actionable
General partner?	Non-Actionable
Make sure to compare your title policy, when it comes in the mail, to the marked Title Commitment you received today.	Actionable
Phillip K Allen/HOU/ECT	Non-Actionable
>	Non-Actionable
Contribute to all team effort through attaining related results for next week, so we can start new team.	Actionable
Subject:	Non-Actionable
Please contact me anytime	Non-Actionable
Apologize to Dr.Lay and return $10,000 in campaign cash.	Actionable
Scott Mills -	Non-Actionable
At the same time I am pursuing FHA financing.	Non-Actionable
Try and pull together the support for these items and get back	Actionable
kWh deal must have limited/> no risk forward gas price to make deal work.	Non-Actionable
Generate enough revenue for power purchases.	Actionable
_	Non-Actionable
12:30 PM	Non-Actionable
STRUCTURE:	Non-Actionable
report to the EWS Office of the Chairman.	Actionable
Login ID:	Non-Actionable
>	Non-Actionable
Check out the database and make sure that got all PGE docs and then we can forward an email to users.	Actionable
Inform the team that will continue to do everything in my power to serve the best interests of Enron's employees and shareholders.	Actionable
Lucci/NA/Enron@Enron,	Non-Actionable
Please see the attached notice regarding the Federal Energy Regulatory Commission's request to the NYISO for data relating to generator unit outages and give the rating.	Actionable
Mark, would you please verify that the payment went out.	Actionable
I mailed it to 4303	Non-Actionable
I am sure Deborah Yates let you know that the bid was rejected on the De Ville property.	Non-Actionable
Meet with Heather to discuss interconnect as it stands to date.	Actionable
Unique ID - ParticipantEVH3JY - John Arnold	Non-Actionable
As part of the Executive Impact and Influence Program, each participantis asked to gather input on the participant's own management styles andpractices as experienced by their immediate manager, each direct report,and up to eight peers/colleagues.	Non-Actionable
USE OF INITIAL INVESTMENT	Non-Actionable
I will send you a package on the property that was prepared by the broker,by Airborne Express today for Saturday delivery.	Non-Actionable
X37041	Non-Actionable
and he said this is out of his area but doesn't  sound binding to him.? ?	Non-Actionable
Take another step towards its quest to acquire oil gas assets announced today that it has enlisted the services of Edison Oil and Gas Ltd.	Actionable
Enter coupon code WBK4AD2AH at checkout to receive your discount and let us know once it is applied.	Actionable
_	Non-Actionable
Get serious understanding of the latest developments in California and throughout the West that you just can't read about in the newspapers from the William Keese, Chairman of the California Energy Commission Stephen L.	Actionable
Sincerely,George W. RichardsCreekside Builders, LLC	Non-Actionable
To:	Non-Actionable
I was aware that Regan Lehman, the lot developer for the entire 70 lotduplex project, was selling his units in the $180's,  He does have a muchlower basis in the lots than anyone else, but the prime differences are dueto a)	Non-Actionable
DISBURSEMENTSDisbursements will be handled by the General Partner to cover current andnear term third party costs, then to necessary reserves, then to prioritypayments and then to the partners per the agreement.	Non-Actionable
Please schedule some time with Kevin Moore to go to level and train Vince Kaminski on the Avistar system.	Actionable
annual/seasonal supply to microturbines to generate fixed kWh for	Non-Actionable
John, postpone the group call until next week.	Actionable
Put notes about new tasks on the Weekly Report for week ending December 8, 2000.	Actionable
Alex, please use the second check as the October payment.	Actionable
The severe downdraft hitting the decked roof was enoughto knock it down.	Non-Actionable
Please mark your calendar for the Monthly Regulatory Meeting to review the RTO to test newly added feature.	Actionable
As with most infill projects, the quality of the surrounding neighborhoodsis uneven.	Non-Actionable
Please confirm that the latest round of Order 637 filings begins on page of that attachment once you receive the data from client.	Actionable
Phillip K Allen/HOU/ECT	Non-Actionable
For example, if CB cannot find a good trim carpenter sub, orcannot find enough trim carpenters, etc., and it decides to undertake thisfunction, it will charge the partnership the same fee it was able to obtainfrom third parties and will disclose those cases to the partnership.	Non-Actionable
_	Non-Actionable
5.	Non-Actionable
Invitation	Non-Actionable
Sincerely,George RichardsPresident, Creekside Builders, LLC - winmail.dat	Non-Actionable
Don please consider sending rep for market trials and hourly requirements.	Actionable
The origination side is very sparse.	Non-Actionable
I have estimated the lotimprovement costs based on a 28 lot development we investigated in NorthAustin, which included a detention/retention and filtration pond and streetwidening.	Non-Actionable
David Please put Russell's info in my contacts.	Actionable
Please incorporate Dana's changes into the Master to test the design.	Actionable
Does Creekside have specific procedures for dealing with subcontractors, vendors, and other professionals?	Non-Actionable
We need to talk ASAP about how to get these details from them and perhaps negotiate the $4.3 million.	Actionable
* IMMEDIATE ACTION	Non-Actionable
Please review this and let me know how can we live with these warranty provisions.	Actionable
George, Below is a list of questions that Keith and I had regarding the Westgate project: Ownership Structure	Non-Actionable
Lloyd Will Interconnection Engineers Midwest location or work remote Will interface directly with transmission marketing.	Actionable
Please review the file and make the changes in Sitara today.	Actionable
I will just need to go back to my closing documents  and see what's there and	Non-Actionable
Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 02:00 PM	Non-Actionable
It appears that a single buyer entered the marketplace on both September 26 and 27 and paid above market prices ($4.70-$4.80) for San Juan gas.	Non-Actionable
Kay tell Brett and the Elektrobolt team the terms.	Actionable
I have sent a confirmation to each of you via Lotus Notes.	Non-Actionable
please do your best to sell off these additional positions.	Actionable
I have been involved in most of the meetings and the discussions have been good.	Non-Actionable
Please reinstate my travel schedule for the Enron Legal Conference next week.	Actionable
starting on    (if the date occurs on a weekend the meeting ).	Non-Actionable
What are all the legal entities that will be involved and in what	Non-Actionable
/ECT@ECT	Non-Actionable
Research and let me know about what time would be convenient for the next meeting.	Actionable
If yes, which shared calendar?	Non-Actionable
Gated communities are farpreferred	Non-Actionable
"From:  Phillip K Allen                           09/28/2000 10:56 AM	Liane,"	Non-Actionable
If we are pursuing multifamily rental developments,the construction loans are still full recourse but the mortgage can often benon-recourse.	Non-Actionable
Please review and let us know of any proposed changes.	Actionable
downdrafts hit the South part of Austin where we are building 10 town homes.	Non-Actionable
Please review and let me know when this has been accomplished and will retry to download in Unify.	Actionable
Jeffrey C Gossett/HOU/ECT	Non-Actionable
please extend backup support on client communication and problem solving with in next two days.	Actionable
Please read it and let me know your comments.	Actionable
Please check TeleBEARS to confirm your schedule and review wait lists below today.	Actionable
2.	Non-Actionable
please start showing the West orig as Gas web from today onwards.	Actionable
Office Location:	Non-Actionable
Let's set GOAL to have the first totally pathed and tracked and balanced and bridged back and clean by close of business the 19th.	Actionable
Description:	Non-Actionable
See highlighted entries for details and report me the status.	Actionable
avoid possible system delays near the deadline.	Actionable
_	Non-Actionable
"To: ""Phillip Allen"" <pallen@enron.com>cc: ""Larry Lewter"" <retwell@mail.sanmarcos.net>"	Non-Actionable
Gas Daily for monthly index,Physical gas for Nymex,Physical gas for Inside Ferc,Physical gas for Mid market.	Non-Actionable
Kathleen, could you please get with Rusty or Fred to see what's up.	Actionable
_	Non-Actionable
Although the meeting with Keith, on Wednesday,  was informative the solution of creating a infinitely dynamic consolidated position screen, will be extremely difficult and time consuming.	Non-Actionable
To do>	Non-Actionable
Chris and Judy, please pass on to any of your folks who need to know that we've completed the name change from Enron Cap Trade to Enron North America.	Actionable
They are unhedged 15,000/d in 2003 and 25,000/d in 2004 and	Non-Actionable
The reason the benchmark report shows net selling San Juan is that the transport positions were rolled in on 9/8.	Non-Actionable
on 10/12/2000 01:12:21 PM	Non-Actionable
Westgate Proforma-Phillip Allen.xls	Non-Actionable
With:   Richard Burchfield/HOU/ECT (Chairperson)	Non-Actionable
check and see if we need FERC license for ERCOT and Please let me know.	Actionable
The land is selling for $2.50 per squarefoot as it is one of only two remaining approved multifamily parcels in WestSan Marcos, which now has a moratorium on development.	Non-Actionable
Ability to split the current position grid to allow daily positions to be shown directly above monthly positions.	Non-Actionable
All loans for residential construction, that are intended for re-sale, arefull recourse loans.	Non-Actionable
Joann, let the Tenn schedulers know what additional volumes you need at Broad Run.	Actionable
